-1.483946845373831092e-01,1.480840972775368858e+00,4.755756720809473648e-01,-1.597668728594230925e-01,5.304264075902547226e-01,6.634747255079770367e-01,3.708044735234861666e-01,1.641482758484524629e+00,-2.561532210525460651e-01,1.001130566685416376e-02
3.401042586099489173e-01,6.949876975740258700e-02,1.609092844575712167e-01,1.034980647274192922e+00,5.592524019635798371e-01,9.091180171503854268e-01,7.433807070233847680e-01,7.248691214665248239e-02,7.979674670499542488e-01,-1.059669447145598214e-02
8.559393991014564440e-01,2.278431319140241940e-01,6.301134167163829902e-02,2.760192475862640604e-01,8.200547929927022306e-01,3.680159895135981518e-01,4.095330646520994322e-01,3.904789673225638191e-01,1.926275002904125899e-01,3.256774484999089281e-01
3.269364961336141961e-01,-7.042544113008739060e-02,1.539058187821266965e-01,8.637584691494735178e-01,3.341671929004051411e-01,9.739222109572253094e-01,9.290960559730958579e-01,-3.029893459795899788e-02,6.818827296844254260e-01,8.730113014271240202e-01
8.466586616958722278e-01,3.585937635822022407e-01,8.467375093424513999e-01,7.066315340633686493e-01,-1.085885110030165857e-02,2.576755054639244258e-01,8.109218094435460822e-01,5.755879897817218760e-01,6.467394057962710940e-01,2.621970356409221159e-01
9.563939066750259954e-01,-1.478699980453187374e-03,8.915473364340695817e-01,7.686322083724795862e-01,4.589761154930781240e-02,1.021366684288151028e+00,5.612047966924914588e-01,-7.663317962008746320e-02,3.861785837793627052e-01,3.302324760194006448e-01
2.740291454212800959e-01,3.544217372826860557e-01,1.108147266687348476e-01,3.345798141586254215e-01,6.921936811333918582e-01,6.234433209574711254e-01,7.701530052024561090e-01,7.429429863361201036e-01,1.618553170712279110e-01,6.420987507747391021e-01
4.407577805183271469e-01,8.208843417031336243e-01,7.666011047280164581e-01,6.080595570599856003e-01,7.288086968220988116e-01,1.177452079425638093e-01,9.051685557285218398e-01,1.551248041832473668e-01,1.989694160493535868e-01,2.397341389438172321e-01
6.328678496079471749e-01,8.746428560319596812e-01,1.034751054075924159e+00,1.850518190700219390e-01,8.554196265318286807e-01,7.518123120351477562e-01,8.271038405622658241e-01,1.204020542759735302e-01,1.484707508545801413e-01,8.601622939327834283e-01
-1.462404235952113885e-02,7.401237072753416024e-01,3.756279961036838033e-01,6.981719023256997003e-01,7.402842591296865393e-01,4.746674353742669217e-01,8.543287604669367319e-01,-2.237752921558329097e-02,6.812156915523183143e-01,4.651630466769054451e-01
7.807397724480961143e-01,5.799629871615895604e-01,6.050483822201678796e-01,6.500815425373012157e-01,7.962175575863741361e-01,2.432615190771083569e-01,3.094782351209390270e-01,-1.570205610261448878e-02,3.334053668795564085e-01,8.833661450815107896e-01
7.460987304482905591e-01,9.311188879144990937e-02,2.933140286593275969e-01,3.924825653961742100e-01,4.618004707132467024e-01,5.739238440455810553e-01,1.691248118278390888e-01,5.214646246143843644e-01,9.047306300494128983e-01,3.088771620579900956e-01
1.993260412443837448e-01,1.069618590387867163e-01,2.476360794505568785e-01,4.584300726549282445e-01,6.958324493909953112e-01,5.200264196453840970e-01,3.053527634721395767e-01,2.469548485380096805e-04,1.594810708793252541e-01,8.757682236588545388e-01
-1.265117087727887502e-01,3.971697182455040109e-01,1.052387329307049146e+00,1.069376018074605694e+00,3.714197190628212297e-01,1.087291898476704599e+00,1.004213303535588686e+00,6.850773086525733246e-01,5.548139445058256625e-01,2.631016987295503040e-01
4.641694452948604832e-01,8.542812347697773534e-01,9.886551086474505423e-01,2.399578730210147059e-01,1.826087269412327296e-01,8.394574831111617508e-01,2.129328653647760139e-01,9.993315248853959151e-03,2.358922540910075305e-01,7.899214430575515200e-01
1.898420028701404694e-01,6.505415148733374453e-01,1.057703209662925303e+00,7.224414153814402439e-01,-2.847351795201357588e-02,7.566026128017306895e-01,1.035992189843239153e+00,7.379613851934742064e-01,3.992170845762453846e-01,4.069862150017973246e-01
4.810690694131750655e-01,4.566168457624962262e-01,6.587464312277936385e-01,1.926839764030037483e-01,7.282408037503433906e-01,1.093207687011030327e+00,6.402194510293320873e-01,6.678578749963164363e-01,4.228086498205002597e-01,7.917405895526972159e-01
