1.621207983186898349e-01,2.000631429357041302e+00,7.710680491250780921e-01,-3.851092961203499976e-01,9.882342010909497820e-02,1.010032528360811810e+00,5.243307981214878621e-01,1.595143916097620629e+00,-8.326521654078762325e-01,-3.123099230041869734e-01
5.705949468930872071e-01,1.294301945772738105e-01,6.334002764925384943e-01,6.889906455999766921e-02,1.712236388641580065e-01,2.843916871655716716e-01,2.821648265699661651e-01,2.702555358363293789e-02,3.697198320497118162e-01,7.289727539105442800e-01
9.582404893217089104e-01,3.850369842449442026e-01,8.289645159685823383e-01,8.758724586430238768e-02,2.815496203686653764e-01,1.286653044515619071e-01,9.498322118571027595e-01,8.970528484940417657e-01,2.640946299686430798e-01,3.918187031347685201e-01
8.998179733339074504e-01,3.434743092757834293e-01,3.762121439391184485e-01,3.851171718834804358e-01,4.781226332797094969e-01,6.078660536541674597e-01,5.072072482145570937e-01,3.604365524522826769e-01,7.356610635326601422e-01,2.721227031674213759e-01
9.406785401172568228e-01,5.135822413855735125e-01,2.190215668136012428e-01,9.354147038864871755e-01,4.485588573528899170e-01,2.109155588825251393e-01,8.915053194397573044e-01,3.789155252665510343e-01,7.667815307236942879e-02,3.110755735318146975e-01
4.092632365304619269e-01,1.096359000483828755e-01,3.864943158327725503e-01,6.897859183346746192e-01,1.098491554865824449e-01,3.413069226980887660e-01,2.362296901419189410e-01,5.111421309412308989e-02,1.026859077285664085e-01,2.622413870467114050e-01
7.941082480303209845e-01,3.298098666881343344e-01,4.999611597606339886e-01,1.658436580131392446e-01,4.492918459048610841e-02,5.056528978157347476e-01,9.519065687882339866e-01,9.778716390987118867e-01,8.982344930365077085e-01,6.783583828515840075e-01
4.082708183795910051e-01,6.883218172133621637e-01,5.928274863662881256e-01,8.162025235127563505e-01,6.441183951113346184e-01,7.977345808051620191e-01,1.244527827054594561e-02,5.415914044572598396e-01,2.398477902347986856e-01,8.480445380480720885e-02
7.249568402423277602e-01,3.312952145190623532e-01,4.967864412964890231e-01,6.820038969912511906e-01,2.764710860226750055e-01,4.252305967322981828e-01,5.742327807699014741e-01,9.602629748882802740e-01,1.265719439183050077e-01,5.329560185881725420e-01
3.589537077092819217e-02,9.771337140075587735e-01,7.705899113288721125e-01,9.518167774447562346e-01,2.839238735332140218e-01,9.705676829725591315e-01,6.402035463326267717e-01,8.693908621699713013e-01,9.345354994428418660e-01,3.260167409007976858e-01
4.248346850652024997e-01,8.011808814896702602e-01,1.494679438597132370e-01,3.104048295502312427e-01,5.798962743242555007e-01,1.115741862192424078e-01,8.227070325609094903e-01,4.429024602320651427e-01,3.530805657374761104e-03,4.277597010461492433e-01
8.486815596728670696e-01,8.751151006579451774e-01,5.311377982323970404e-01,7.262591667090315672e-01,2.477863691821505510e-01,2.632052098785254146e-01,2.316669426214592320e-01,3.373512977725604545e-01,3.669250191973589814e-01,2.798868931742923838e-01
5.836873880617312604e-01,2.368176203280461245e-01,2.545361547025883353e-01,1.342608829698962170e-01,8.800090655356778147e-01,2.641947812350842750e-01,5.580799286712290197e-01,8.097297825804691818e-02,8.377011509728578276e-02,8.597421979405632519e-02
2.619946978056388875e-01,8.776446967812778777e-01,9.253186956208763192e-01,2.176613720682244180e-01,1.049997526667349745e-01,5.566952101065201219e-01,8.635408874891890019e-01,5.523609704569668599e-01,7.070399762998846871e-01,8.796395112442271236e-01
7.381576994107014178e-02,7.861561978385528393e-01,8.297516317592411594e-01,7.554728851461413042e-01,3.063616239515448703e-01,1.894624852566521300e-01,7.064908866281165434e-01,8.734651603109312434e-01,6.249313583981251918e-01,4.483787421262814821e-01
2.201341167033959711e-01,6.808069496861463010e-01,8.733670443188683297e-02,6.158314552483555859e-01,4.133441246955131820e-01,9.843167436100288548e-01,3.886977928669873017e-01,8.615459839224588467e-01,9.818191567275992293e-01,5.207304695258516691e-01
7.374211712935197297e-03,8.745202985353459080e-03,1.838878467009335549e-01,8.808982126444002692e-01,6.291974800138973034e-01,8.021162575375472004e-02,4.950853810693299217e-01,1.209778286218999577e-01,9.200334391436677528e-01,6.000406389740929880e-01
1.017159460214332456e-01,9.945033940720036103e-01,2.456851782471861090e-01,9.693716951784963065e-01,3.105883061344930640e-01,4.653824418825044940e-01,4.364433215091198526e-01,6.244732821061786954e-01,5.096499687601163675e-01,9.598773032778519232e-01
2.388338031544471052e-01,8.719942047324745760e-01,3.421920019017948289e-01,2.240528216760069025e-01,7.906895411195115075e-01,6.927107381407195952e-01,9.807031564541678070e-02,9.132569065961424482e-01,6.030724611978142968e-02,5.379232441850591018e-01
5.389049588465479879e-01,7.294352048429030289e-01,4.109412796690115610e-01,2.013035384006295770e-03,8.244408383025056408e-02,1.236222581617718447e-01,2.290392723547153564e-02,1.696973765794268785e-01,8.819057320353355101e-01,9.141405037179041182e-01
2.456630028506195662e-01,3.929429518184844317e-01,6.844951313508880197e-01,7.710515872885316258e-01,8.031516152461767311e-01,6.433934728465309782e-02,7.738574806149726149e-01,7.905028707528582999e-01,3.651984863544814885e-01,7.884605756022328160e-01
7.600119927651540763e-01,2.268410923792529010e-01,4.569667387099133893e-01,1.176814920551879085e-01,9.955280811678447472e-01,2.618213914048513336e-01,9.527339446595493033e-01,6.671601241590647824e-01,8.268874931723672050e-01,5.637625710229620113e-01
6.408432437915616564e-01,3.498764115946150777e-01,9.971002451626835850e-01,4.189930554754237035e-01,2.478323919817379817e-01,2.607503874192354520e-01,4.955145385671158587e-01,5.739573820714851671e-01,9.728489161592228651e-01,3.956233128066142246e-01
8.336135374796299624e-01,4.670697690722495632e-01,7.059120758978302268e-01,3.828304330791738042e-01,4.201332163223074900e-01,9.365300148011292958e-01,1.781906869101139435e-01,9.007661575348823169e-01,5.273798073003791442e-01,2.534774674502138225e-01
8.139280425125927643e-01,1.579179394096567324e-01,1.731561718102316294e-01,5.066099286648002575e-01,6.110194697132129704e-01,7.531865677069453646e-01,5.173921555454252114e-02,1.854502324416283099e-01,2.353715908549858793e-01,7.281179346246362538e-01
4.523206315524238574e-01,1.826995704914269603e-01,7.313040022360432768e-02,6.657223007461272601e-01,5.922367826132907132e-01,8.746402885028148333e-01,2.298787864699862460e-01,8.554515310022389740e-02,1.869691792973679489e-01,3.742561103529578048e-01
2.242392953187089810e-01,7.035238212763881283e-01,8.241311442322956093e-01,4.640247624163015838e-01,9.976315432826255991e-01,1.248406925897105196e-01,9.900100576878423375e-01,7.126167299648318298e-01,1.731756815861676402e-01,1.240272332906173919e-01
8.906636974621219283e-01,9.985249359798663571e-01,7.503815513749603205e-01,4.890911580552818189e-02,8.097439421807490767e-01,9.495855706049832756e-01,9.296389176683040115e-03,6.054283691435450310e-01,8.904446915847064048e-01,7.658442888554238825e-01
2.454193017191455828e-01,4.697794597791072474e-02,8.920485476774857314e-02,9.510616061537894295e-01,1.587457576048643959e-01,9.615503979594138828e-01,3.271018404907075072e-01,8.163709150636100365e-01,6.809924257577643081e-01,3.458824557949287115e-01
